Date,Open,High,Low,Close,Adj Close,Volume
2016-06-20,120.680000,120.699997,120.480003,120.610001,104.669128,4549700
2016-06-21,120.709999,120.769997,120.410004,120.500000,104.573685,4396400
2016-06-22,120.529999,120.730003,120.500000,120.720001,104.764618,4090400
2016-06-23,120.650002,120.699997,120.500000,120.599998,104.660469,3942700
2016-06-24,120.879997,121.500000,120.879997,121.169998,105.155144,5294900
2016-06-27,121.589996,121.989998,121.589996,121.680000,105.597740,7323900
2016-06-28,121.830002,122.389999,121.820000,122.349998,106.179169,5555700
2016-06-29,122.519997,122.690002,122.220001,122.309998,106.144463,5325800
2016-06-30,122.440002,122.839996,122.300003,122.739998,106.517632,5398300
2016-07-01,122.989998,123.169998,122.760002,123.050003,107.075432,4396300
2016-07-05,123.459999,123.580002,123.199997,123.470001,107.440910,4415000
2016-07-06,123.639999,123.750000,123.400002,123.690002,107.632309,6770300
2016-07-07,123.629997,123.860001,123.459999,123.709999,107.649750,2597100
2016-07-08,124.050003,124.419998,123.860001,124.400002,108.250168,3835300
2016-07-11,124.279999,124.480003,124.059998,124.080002,107.971695,3000200
2016-07-12,123.830002,123.839996,123.370003,123.379997,107.362587,4363000
2016-07-13,123.889999,124.059998,123.730003,123.860001,107.780273,3738500
2016-07-14,123.230003,123.680000,123.209999,123.559998,107.519196,7254900
